Iteration,Train_loss,Valid_loss,Current_accuracy,Current_norm_ED
[3141/300000],0.00103,0.00099,100.000,1.00
[3142/300000],0.00097,0.00104,100.000,1.00
[3143/300000],0.00110,0.00094,100.000,1.00
[3144/300000],0.00109,0.00096,100.000,1.00
[3145/300000],0.00103,0.00108,100.000,1.00
[3146/300000],0.00103,0.00099,100.000,1.00
[3147/300000],0.00101,0.00099,100.000,1.00
[3148/300000],0.00101,0.00099,100.000,1.00
[3149/300000],0.00097,0.00097,100.000,1.00
[3150/300000],0.00096,0.00094,100.000,1.00
[3151/300000],0.00105,0.00105,100.000,1.00
[3152/300000],0.00089,0.00098,100.000,1.00
[3153/300000],0.00095,0.00100,100.000,1.00
[3154/300000],0.00094,0.00106,100.000,1.00
[3155/300000],0.00096,0.00093,100.000,1.00
[3156/300000],0.00099,0.00104,100.000,1.00
[3157/300000],0.00112,0.00094,100.000,1.00
[3158/300000],0.00099,0.00100,100.000,1.00
[3159/300000],0.00068,0.00097,100.000,1.00
[3160/300000],0.00086,0.00102,100.000,1.00
[3161/300000],0.00102,0.00100,100.000,1.00
[3162/300000],0.00114,0.00112,100.000,1.00
[3163/300000],0.00104,0.00112,100.000,1.00
[3164/300000],0.00103,0.00117,100.000,1.00
[3165/300000],0.00100,0.00131,100.000,1.00
[3166/300000],0.00098,0.00146,100.000,1.00
[3167/300000],0.00096,0.00176,100.000,1.00
[3168/300000],0.00093,0.00094,100.000,1.00
[3169/300000],0.00077,0.00092,100.000,1.00
[3170/300000],0.00092,0.00092,100.000,1.00
[3171/300000],0.00097,0.00101,100.000,1.00
[3172/300000],0.00087,0.00100,100.000,1.00
[3173/300000],0.00102,0.00095,100.000,1.00
[3174/300000],0.00087,0.00089,100.000,1.00
[3175/300000],0.00103,0.00097,100.000,1.00
[3176/300000],0.00104,0.00098,100.000,1.00
[3177/300000],0.00089,0.00093,100.000,1.00
[3178/300000],0.00096,0.00096,100.000,1.00
[3179/300000],0.00089,0.00101,100.000,1.00
[3180/300000],0.00093,0.00115,100.000,1.00
[3181/300000],0.00101,0.00103,100.000,1.00
[3182/300000],0.00087,0.00099,100.000,1.00
[3183/300000],0.00098,0.00098,100.000,1.00
[3184/300000],0.00087,0.00093,100.000,1.00
[3185/300000],0.00084,0.00092,100.000,1.00
[3186/300000],0.00089,0.00100,100.000,1.00
[3187/300000],0.00091,0.00097,100.000,1.00
[3188/300000],0.00098,0.00097,100.000,1.00
[3189/300000],0.00077,0.00088,100.000,1.00
[3190/300000],0.00103,0.00090,100.000,1.00
[3191/300000],0.00081,0.00098,100.000,1.00
[3192/300000],0.00110,0.00089,100.000,1.00
[3193/300000],0.00090,0.00090,100.000,1.00
[3194/300000],0.00079,0.00100,100.000,1.00
[3195/300000],0.00096,0.00089,100.000,1.00
[3196/300000],0.00105,0.00094,100.000,1.00
[3197/300000],0.00092,0.00091,100.000,1.00
[3198/300000],0.00091,0.00090,100.000,1.00
[3199/300000],0.00095,0.00090,100.000,1.00
[3200/300000],0.00090,0.00091,100.000,1.00
[3201/300000],0.00099,0.00096,100.000,1.00
[3202/300000],0.00099,0.00091,100.000,1.00
[3203/300000],0.00087,0.00097,100.000,1.00
[3204/300000],0.00090,0.00095,100.000,1.00
[3205/300000],0.00086,0.00084,100.000,1.00
[3206/300000],0.00086,0.00089,100.000,1.00
[3207/300000],0.00092,0.00093,100.000,1.00
[3208/300000],0.00091,0.00097,100.000,1.00
[3209/300000],0.00080,0.00091,100.000,1.00
[3210/300000],0.00099,0.00090,100.000,1.00
[3211/300000],0.00762,0.00279,100.000,1.00
[3212/300000],0.00221,0.00111,100.000,1.00
[3213/300000],0.00092,0.00106,100.000,1.00
[3214/300000],0.00097,0.00113,100.000,1.00
[3215/300000],0.00112,0.00116,100.000,1.00
[3216/300000],0.00105,0.00108,100.000,1.00
[3217/300000],0.00098,0.00106,100.000,1.00
[3218/300000],0.00095,0.00205,100.000,1.00
[3219/300000],0.00095,0.00114,100.000,1.00
[3220/300000],0.00103,0.00110,100.000,1.00
[3221/300000],0.00089,0.00172,100.000,1.00
[3222/300000],0.00102,0.00108,100.000,1.00
[3223/300000],0.00087,0.00099,100.000,1.00
[3224/300000],0.00080,0.00100,100.000,1.00
[3225/300000],0.00110,0.00097,100.000,1.00
[3226/300000],0.00092,0.00095,100.000,1.00
[3227/300000],0.00080,0.00095,100.000,1.00
[3228/300000],0.00111,0.00088,100.000,1.00
[3229/300000],0.00094,0.00094,100.000,1.00
[3230/300000],0.00085,0.00098,100.000,1.00
[3231/300000],0.00093,0.00094,100.000,1.00
[3232/300000],0.00096,0.00094,100.000,1.00
[3233/300000],0.00077,0.00096,100.000,1.00
[3234/300000],0.00090,0.00098,100.000,1.00
[3235/300000],0.00094,0.00107,100.000,1.00
[3236/300000],0.00090,0.00098,100.000,1.00
[3237/300000],0.00095,0.00100,100.000,1.00
[3238/300000],0.00087,0.00094,100.000,1.00
[3239/300000],0.00109,0.00098,100.000,1.00
[3240/300000],0.00081,0.00097,100.000,1.00
[3241/300000],0.00090,0.00099,100.000,1.00
[3242/300000],0.00096,0.00099,100.000,1.00
[3243/300000],0.00087,0.00095,100.000,1.00
[3244/300000],0.00098,0.00088,100.000,1.00
[3245/300000],0.00079,0.00089,100.000,1.00
[3246/300000],0.00079,0.00094,100.000,1.00
[3247/300000],0.00102,0.00092,100.000,1.00
[3248/300000],0.00090,0.00097,100.000,1.00
[3249/300000],0.00086,0.00092,100.000,1.00
[3250/300000],0.00087,0.00102,100.000,1.00
[3251/300000],0.00090,0.00099,100.000,1.00
[3252/300000],0.00083,0.00095,100.000,1.00
[3253/300000],0.00090,0.00095,100.000,1.00
[3254/300000],0.00086,0.00134,100.000,1.00
[3255/300000],0.00076,0.00098,100.000,1.00
[3256/300000],0.00093,0.00101,100.000,1.00
[3257/300000],0.00090,0.00094,100.000,1.00
[3258/300000],0.00097,0.00092,100.000,1.00
[3259/300000],0.00077,0.00092,100.000,1.00
[3260/300000],0.00083,0.00100,100.000,1.00
[3261/300000],0.00099,0.00094,100.000,1.00
[3262/300000],0.00093,0.00089,100.000,1.00
[3263/300000],0.00103,0.00102,100.000,1.00
[3264/300000],0.00088,0.00096,100.000,1.00
[3265/300000],0.00089,0.00094,100.000,1.00
[3266/300000],0.00078,0.00097,100.000,1.00
[3267/300000],0.00093,0.00099,100.000,1.00
[3268/300000],0.00084,0.00101,100.000,1.00
[3269/300000],0.00083,0.00098,100.000,1.00
[3270/300000],0.00090,0.00089,100.000,1.00
[3271/300000],0.00089,0.00092,100.000,1.00
[3272/300000],0.00085,0.00091,100.000,1.00
[3273/300000],0.00085,0.00089,100.000,1.00
[3274/300000],0.00097,0.00087,100.000,1.00
[3275/300000],0.00086,0.00094,100.000,1.00
[3276/300000],0.00066,0.00086,100.000,1.00
[3277/300000],0.00079,0.00089,100.000,1.00
[3278/300000],0.00074,0.00089,100.000,1.00
[3279/300000],0.00093,0.00087,100.000,1.00
[3280/300000],0.00095,0.00087,100.000,1.00
[3281/300000],0.00085,0.00094,100.000,1.00
[3282/300000],0.00080,0.00091,100.000,1.00
[3283/300000],0.00071,0.00088,100.000,1.00
[3284/300000],0.00092,0.00095,100.000,1.00
[3285/300000],0.00085,0.00084,100.000,1.00
[3286/300000],0.00089,0.00090,100.000,1.00
[3287/300000],0.00095,0.00085,100.000,1.00
[3288/300000],0.00091,0.00091,100.000,1.00
[3289/300000],0.00108,0.00081,100.000,1.00
[3290/300000],0.00094,0.00088,100.000,1.00
[3291/300000],0.00085,0.00087,100.000,1.00
[3292/300000],0.00082,0.00083,100.000,1.00
[3293/300000],0.00086,0.00089,100.000,1.00
[3294/300000],0.00082,0.00088,100.000,1.00
[3295/300000],0.00082,0.00086,100.000,1.00
[3296/300000],0.00093,0.00096,100.000,1.00
[3297/300000],0.00080,0.00093,100.000,1.00
[3298/300000],0.00084,0.00092,100.000,1.00
[3299/300000],0.00090,0.00084,100.000,1.00
[3300/300000],0.00076,0.00082,100.000,1.00
[3301/300000],0.00085,0.00086,100.000,1.00
[3302/300000],0.00089,0.00085,100.000,1.00
[3303/300000],0.00087,0.00088,100.000,1.00
[3304/300000],0.00086,0.00087,100.000,1.00
[3305/300000],0.00076,0.00083,100.000,1.00
[3306/300000],0.00082,0.00087,100.000,1.00
[3307/300000],0.00078,0.00084,100.000,1.00
[3308/300000],0.00073,0.00085,100.000,1.00
[3309/300000],0.00099,0.00084,100.000,1.00
[3310/300000],0.00090,0.00085,100.000,1.00
[3311/300000],0.00087,0.00090,100.000,1.00
[3312/300000],0.00078,0.00084,100.000,1.00
[3313/300000],0.00085,0.00088,100.000,1.00
[3314/300000],0.00083,0.00087,100.000,1.00
[3315/300000],0.00092,0.00090,100.000,1.00
[3316/300000],0.00091,0.00087,100.000,1.00
[3317/300000],0.00081,0.00083,100.000,1.00
[3318/300000],0.00086,0.00088,100.000,1.00
[3319/300000],0.00094,0.00087,100.000,1.00
[3320/300000],0.00086,0.00093,100.000,1.00
[3321/300000],0.00086,0.00090,100.000,1.00
[3322/300000],0.00070,0.00089,100.000,1.00
[3323/300000],0.00081,0.00081,100.000,1.00
[3324/300000],0.00081,0.00080,100.000,1.00
[3325/300000],0.00089,0.00087,100.000,1.00
[3326/300000],0.00071,0.00088,100.000,1.00
[3327/300000],0.00076,0.00091,100.000,1.00
[3328/300000],0.00088,0.00090,100.000,1.00
[3329/300000],0.00088,0.00092,100.000,1.00
[3330/300000],0.00079,0.00089,100.000,1.00
[3331/300000],0.00075,0.00084,100.000,1.00
[3332/300000],0.00074,0.00087,100.000,1.00
[3333/300000],0.00090,0.00086,100.000,1.00
[3334/300000],0.00084,0.00088,100.000,1.00
[3335/300000],0.00065,0.00082,100.000,1.00
[3336/300000],0.00089,0.00086,100.000,1.00
[3337/300000],0.00080,0.00088,100.000,1.00
[3338/300000],0.00089,0.00078,100.000,1.00
[3339/300000],0.00088,0.00082,100.000,1.00
[3340/300000],0.00081,0.00083,100.000,1.00
[3341/300000],0.00082,0.00083,100.000,1.00
[3342/300000],0.00086,0.00079,100.000,1.00
[3343/300000],0.00077,0.00083,100.000,1.00
[3344/300000],0.00079,0.00088,100.000,1.00
[3345/300000],0.00081,0.00084,100.000,1.00
[3346/300000],0.00074,0.00084,100.000,1.00
[3347/300000],0.00080,0.00077,100.000,1.00
[3348/300000],0.00089,0.00085,100.000,1.00
[3349/300000],0.00080,0.00079,100.000,1.00
[3350/300000],0.00076,0.00084,100.000,1.00
[3351/300000],0.00078,0.00084,100.000,1.00
[3352/300000],0.00080,0.00085,100.000,1.00
[3353/300000],0.00096,0.00086,100.000,1.00
[3354/300000],0.00077,0.00081,100.000,1.00
[3355/300000],0.00077,0.00082,100.000,1.00
[3356/300000],0.00083,0.00087,100.000,1.00
[3357/300000],0.00083,0.00097,100.000,1.00
[3358/300000],0.00083,0.00102,100.000,1.00
[3359/300000],0.00082,0.00083,100.000,1.00
[3360/300000],0.00061,0.00089,100.000,1.00
[3361/300000],0.00086,0.00077,100.000,1.00
[3362/300000],0.00080,0.00077,100.000,1.00
[3363/300000],0.00077,0.00081,100.000,1.00
[3364/300000],0.00077,0.00077,100.000,1.00
[3365/300000],0.00079,0.00082,100.000,1.00
[3366/300000],0.00103,0.00079,100.000,1.00
[3367/300000],0.00095,0.00082,100.000,1.00
[3368/300000],0.00074,0.00083,100.000,1.00
[3369/300000],0.00084,0.00082,100.000,1.00
[3370/300000],0.00082,0.00080,100.000,1.00
[3371/300000],0.00080,0.00079,100.000,1.00
[3372/300000],0.00075,0.00083,100.000,1.00
[3373/300000],0.00079,0.00082,100.000,1.00
[3374/300000],0.00079,0.00080,100.000,1.00
[3375/300000],0.00092,0.00085,100.000,1.00
[3376/300000],0.00080,0.00082,100.000,1.00
[3377/300000],0.00074,0.00081,100.000,1.00
[3378/300000],0.00082,0.00084,100.000,1.00
[3379/300000],0.00068,0.00079,100.000,1.00
[3380/300000],0.00121,0.00082,100.000,1.00
[3381/300000],0.00083,0.00085,100.000,1.00
[3382/300000],0.00081,0.00095,100.000,1.00
[3383/300000],0.00085,0.00093,100.000,1.00
[3384/300000],0.00082,0.00084,100.000,1.00
[3385/300000],0.00070,0.00085,100.000,1.00
[3386/300000],0.00086,0.00083,100.000,1.00
[3387/300000],0.00081,0.00084,100.000,1.00
[3388/300000],0.00080,0.00084,100.000,1.00
[3389/300000],0.00081,0.00079,100.000,1.00
[3390/300000],0.00076,0.00085,100.000,1.00
[3391/300000],0.00075,0.00083,100.000,1.00
[3392/300000],0.00068,0.00078,100.000,1.00
[3393/300000],0.00093,0.00084,100.000,1.00
[3394/300000],0.00078,0.00081,100.000,1.00
[3395/300000],0.00076,0.00086,100.000,1.00
[3396/300000],0.00087,0.00085,100.000,1.00
[3397/300000],0.00073,0.00089,100.000,1.00
[3398/300000],0.00072,0.00076,100.000,1.00
[3399/300000],0.00070,0.00079,100.000,1.00
[3400/300000],0.00073,0.00082,100.000,1.00
[3401/300000],0.00084,0.00077,100.000,1.00
[3402/300000],0.00070,0.00081,100.000,1.00
[3403/300000],0.00082,0.00075,100.000,1.00
[3404/300000],0.00086,0.00078,100.000,1.00
[3405/300000],0.00085,0.00085,100.000,1.00
[3406/300000],0.00090,0.00083,100.000,1.00
[3407/300000],0.00077,0.00088,100.000,1.00
[3408/300000],0.00080,0.00081,100.000,1.00
[3409/300000],0.00079,0.00083,100.000,1.00
[3410/300000],0.00076,0.00081,100.000,1.00
[3411/300000],0.00073,0.00073,100.000,1.00
[3412/300000],0.00084,0.00082,100.000,1.00
[3413/300000],0.00078,0.00082,100.000,1.00
[3414/300000],0.00071,0.00080,100.000,1.00
[3415/300000],0.00078,0.00083,100.000,1.00
[3416/300000],0.00079,0.00080,100.000,1.00
[3417/300000],0.00082,0.00082,100.000,1.00
[3418/300000],0.00074,0.00088,100.000,1.00
[3419/300000],0.00106,0.00079,100.000,1.00
[3420/300000],0.00072,0.00075,100.000,1.00
[3421/300000],0.00076,0.00079,100.000,1.00
[3422/300000],0.00083,0.00082,100.000,1.00
[3423/300000],0.00078,0.00081,100.000,1.00
[3424/300000],0.00076,0.00081,100.000,1.00
[3425/300000],0.00081,0.00078,100.000,1.00
[3426/300000],0.00073,0.00082,100.000,1.00
[3427/300000],0.00084,0.00094,100.000,1.00
[3428/300000],0.00070,0.00080,100.000,1.00
[3429/300000],0.00076,0.00079,100.000,1.00
[3430/300000],0.00086,0.00080,100.000,1.00
[3431/300000],0.00067,0.00082,100.000,1.00
[3432/300000],0.00237,0.03811,97.744,0.98
[3433/300000],0.00092,0.03974,97.744,0.98
[3434/300000],0.00090,0.03122,98.496,0.99
[3435/300000],0.00082,0.02963,98.496,0.99
[3436/300000],0.00080,0.02739,98.496,0.99
[3437/300000],0.12535,0.22297,90.977,0.92
[3438/300000],0.05801,0.03569,99.248,0.99
[3439/300000],0.00092,0.20923,99.248,0.99
[3440/300000],0.00092,0.01639,99.248,0.99
[3441/300000],0.00091,0.00958,99.248,1.00
[3442/300000],0.00088,0.00410,99.248,1.00
[3443/300000],0.00085,0.00352,99.248,1.00
[3444/300000],0.00087,0.00365,98.496,1.00
[3445/300000],0.00059,0.00228,100.000,1.00
[3446/300000],0.00091,0.00179,100.000,1.00
[3447/300000],0.00082,0.00163,100.000,1.00
[3448/300000],0.00090,0.00167,100.000,1.00
[3449/300000],0.00081,0.00154,100.000,1.00
[3450/300000],0.00083,0.00154,100.000,1.00
[3451/300000],0.00086,0.00131,100.000,1.00
[3452/300000],0.00081,0.00124,100.000,1.00
[3453/300000],0.00084,0.00140,100.000,1.00
[3454/300000],0.00069,0.00132,100.000,1.00
[3455/300000],0.00087,0.00135,100.000,1.00
[3456/300000],0.00116,0.00105,100.000,1.00
[3457/300000],0.00086,0.00121,100.000,1.00
[3458/300000],0.00050,0.00112,100.000,1.00
[3459/300000],0.00081,0.00105,100.000,1.00
[3460/300000],0.00078,0.00113,100.000,1.00
[3461/300000],0.00075,0.00111,100.000,1.00
[3462/300000],0.00081,0.00103,100.000,1.00
[3463/300000],0.00083,0.00124,100.000,1.00
[3464/300000],0.00072,0.00101,100.000,1.00
[3465/300000],0.00070,0.00100,100.000,1.00
[3466/300000],0.00086,0.00108,100.000,1.00
[3467/300000],0.00086,0.00123,100.000,1.00
[3468/300000],0.00089,0.00291,99.248,1.00
[3469/300000],0.00083,0.02026,99.248,1.00
[3470/300000],0.00080,0.01953,99.248,1.00
[3471/300000],0.00096,0.03145,99.248,1.00
[3472/300000],0.00083,0.06960,99.248,0.99
[3473/300000],0.00078,0.07294,99.248,0.99
[3474/300000],0.00088,0.07478,99.248,0.99
[3475/300000],0.00092,0.08963,99.248,0.99
[3476/300000],0.00078,0.07355,99.248,0.99
[3477/300000],0.00077,0.07072,99.248,0.99
[3478/300000],0.00076,0.05679,99.248,0.99
[3479/300000],0.00082,0.03751,99.248,0.99
[3480/300000],0.00072,0.02280,99.248,1.00
[3481/300000],0.00091,0.00107,100.000,1.00
[3482/300000],0.00082,0.00091,100.000,1.00
[3483/300000],0.00074,0.00092,100.000,1.00
[3484/300000],0.00075,0.00092,100.000,1.00
[3485/300000],0.00073,0.00094,100.000,1.00
[3486/300000],0.00082,0.00097,100.000,1.00
[3487/300000],0.00077,0.00097,100.000,1.00
[3488/300000],0.00080,0.00091,100.000,1.00
[3489/300000],0.00078,0.00094,100.000,1.00
[3490/300000],0.00076,0.00101,100.000,1.00
[3491/300000],0.00075,0.00091,100.000,1.00
[3492/300000],0.00080,0.00087,100.000,1.00
[3493/300000],0.00074,0.00089,100.000,1.00
[3494/300000],0.00077,0.00097,100.000,1.00
[3495/300000],0.00083,0.00111,100.000,1.00
[3496/300000],0.00079,0.00107,100.000,1.00
[3497/300000],0.00066,0.00091,100.000,1.00
[3498/300000],0.00074,0.00103,100.000,1.00
[3499/300000],0.00087,0.00120,100.000,1.00
[3500/300000],0.00072,0.00109,100.000,1.00
[3501/300000],0.00075,0.00118,100.000,1.00
[3502/300000],0.00082,0.02331,99.248,1.00
[3503/300000],0.00081,0.03759,99.248,0.99
[3504/300000],0.00078,0.12690,99.248,1.00
[3505/300000],0.00076,0.02359,99.248,1.00
[3506/300000],0.00067,0.00166,100.000,1.00
[3507/300000],0.00078,0.00104,100.000,1.00
[3508/300000],0.00070,0.00093,100.000,1.00
[3509/300000],0.00080,0.00087,100.000,1.00
[3510/300000],0.00059,0.00090,100.000,1.00
[3511/300000],0.00076,0.00088,100.000,1.00
[3512/300000],0.00083,0.00084,100.000,1.00
[3513/300000],0.00073,0.00120,100.000,1.00
[3514/300000],0.00077,0.00096,100.000,1.00
[3515/300000],0.00075,0.00088,100.000,1.00
[3516/300000],0.00071,0.00077,100.000,1.00
[3517/300000],0.00075,0.00082,100.000,1.00
[3518/300000],0.00073,0.00088,100.000,1.00
[3519/300000],0.00071,0.00088,100.000,1.00
[3520/300000],0.00076,0.00090,100.000,1.00
[3521/300000],0.00070,0.00088,100.000,1.00
[3522/300000],0.00084,0.00085,100.000,1.00
[3523/300000],2.23485,0.02399,98.496,1.00
[3524/300000],0.00078,0.04329,98.496,1.00
[3525/300000],0.00068,0.01463,99.248,1.00
[3526/300000],0.00082,0.01059,99.248,1.00
[3527/300000],0.00080,0.01480,99.248,1.00
[3528/300000],0.00087,0.01241,99.248,1.00
[3529/300000],0.00085,0.01323,99.248,1.00
[3530/300000],0.00077,0.00541,99.248,1.00
[3531/300000],0.00080,0.00391,99.248,1.00
[3532/300000],0.00068,0.00424,99.248,1.00
[3533/300000],0.00077,0.00280,100.000,1.00
[3534/300000],0.00070,0.00244,100.000,1.00
[3535/300000],0.00080,0.00163,100.000,1.00
[3536/300000],0.00230,0.09515,98.496,0.99
[3537/300000],0.00078,0.09186,98.496,0.99
[3538/300000],0.00080,0.08575,98.496,0.99
[3539/300000],0.00083,0.09991,98.496,0.99
[3540/300000],0.00071,0.10981,98.496,0.99
[3541/300000],0.00073,0.09573,98.496,0.99
[3542/300000],0.00078,0.09868,98.496,0.99
[3543/300000],0.00084,0.10417,98.496,0.99
[3544/300000],0.00082,0.09157,98.496,0.99
[3545/300000],0.00080,0.08630,98.496,0.99
[3546/300000],0.00081,0.03990,98.496,0.99
[3547/300000],0.00078,0.03691,98.496,0.99
[3548/300000],0.00061,0.02405,98.496,0.99
[3549/300000],0.00100,0.03512,98.496,0.99
[3550/300000],0.00073,0.02853,98.496,0.99
[3551/300000],0.00075,0.02094,98.496,0.99
[3552/300000],0.00086,0.01194,98.496,1.00
[3553/300000],0.00083,0.00938,98.496,1.00
[3554/300000],0.00076,0.00969,98.496,1.00
[3555/300000],0.00080,0.01594,98.496,0.99
[3556/300000],0.00070,0.01296,99.248,0.99
[3557/300000],0.00071,0.02046,99.248,0.99
[3558/300000],0.00071,0.02207,99.248,0.99
[3559/300000],0.00069,0.03694,99.248,0.99
[3560/300000],0.00080,0.02102,99.248,0.99
[3561/300000],0.00116,0.13767,99.248,0.99
[3562/300000],0.00103,0.03313,98.496,1.00
[3563/300000],0.00075,0.02861,99.248,1.00
[3564/300000],0.00066,0.01157,98.496,1.00
[3565/300000],0.00071,0.01791,99.248,0.99
[3566/300000],0.00080,0.09148,99.248,0.99
[3567/300000],0.00070,0.02044,99.248,0.99
[3568/300000],0.00080,0.01642,99.248,0.99
[3569/300000],0.00076,0.02320,99.248,0.99
[3570/300000],0.00076,0.00787,99.248,1.00
[3571/300000],0.00072,0.00648,99.248,1.00
[3572/300000],0.00072,0.01012,99.248,1.00
[3573/300000],0.00071,0.01756,99.248,0.99
[3574/300000],0.00077,0.02270,99.248,0.99
[3575/300000],0.00109,0.03762,99.248,0.99
[3576/300000],0.00067,0.03639,99.248,0.99
[3577/300000],0.00082,0.03920,99.248,0.99
[3578/300000],0.00063,0.04039,99.248,0.99
[3579/300000],0.00065,0.04436,99.248,0.99
[3580/300000],0.00078,0.03831,99.248,0.99
[3581/300000],0.00079,0.03414,99.248,0.99
[3582/300000],0.00072,0.03957,99.248,0.99
[3583/300000],0.00069,0.03496,99.248,0.99
[3584/300000],0.00074,0.04164,99.248,0.99
[3585/300000],0.00074,0.03775,99.248,0.99
[3586/300000],0.00069,0.04089,99.248,0.99
[3587/300000],0.00084,0.30471,99.248,0.99
[3588/300000],2.59350,0.00085,100.000,1.00
[3589/300000],0.00073,0.00089,100.000,1.00
[3590/300000],0.00074,0.00096,100.000,1.00
[3591/300000],0.00077,0.00097,100.000,1.00
[3592/300000],0.00076,0.00178,100.000,1.00
[3593/300000],0.00082,0.00120,100.000,1.00
[3594/300000],0.00079,0.00806,99.248,1.00
[3595/300000],0.00078,0.02032,99.248,0.99
[3596/300000],0.00080,0.01807,99.248,0.99
[3597/300000],0.00078,0.03268,99.248,0.99
[3598/300000],0.00077,0.03326,99.248,0.99
[3599/300000],0.00068,0.04571,99.248,0.99
[3600/300000],0.00070,0.04142,99.248,0.99
[3601/300000],0.00076,0.04160,99.248,0.99
[3602/300000],0.00070,0.03653,99.248,0.99
[3603/300000],0.00074,0.04022,99.248,0.99
[3604/300000],0.00072,0.04334,99.248,0.99
[3605/300000],0.00081,0.04020,99.248,0.99
[3606/300000],0.00076,0.04772,99.248,0.99
[3607/300000],0.00067,0.04330,99.248,0.99
[3608/300000],0.00075,0.04204,99.248,0.99
[3609/300000],0.00074,0.04317,99.248,0.99
[3610/300000],0.00074,0.04163,99.248,0.99
[3611/300000],0.00071,0.04055,99.248,0.99
[3612/300000],0.00076,0.04412,99.248,0.99
[3613/300000],0.00070,0.03917,99.248,0.99
[3614/300000],0.00074,0.03475,99.248,0.99
[3615/300000],0.00080,0.04449,99.248,0.99
[3616/300000],0.00065,0.03977,99.248,0.99
[3617/300000],0.00073,0.04032,99.248,0.99
[3618/300000],0.00069,0.04379,99.248,0.99
[3619/300000],0.00076,0.04171,99.248,0.99
[3620/300000],0.00079,0.04438,99.248,0.99
[3621/300000],0.00065,0.04124,99.248,0.99
[3622/300000],0.00074,0.06460,99.248,0.99
[3623/300000],0.00074,0.04985,99.248,0.99
[3624/300000],0.00067,0.04483,99.248,0.99
[3625/300000],0.00070,0.04618,99.248,0.99
[3626/300000],0.00076,0.04611,99.248,0.99
[3627/300000],0.00073,0.04372,99.248,0.99
[3628/300000],0.00071,0.03805,99.248,0.99
[3629/300000],0.00080,0.03940,99.248,0.99
[3630/300000],0.00074,0.05572,99.248,0.99
[3631/300000],0.00080,0.03802,99.248,0.99
[3632/300000],0.00067,0.04837,99.248,0.99
[3633/300000],0.00074,0.04416,99.248,0.99
[3634/300000],0.00069,0.04262,99.248,0.99
[3635/300000],0.00073,0.04470,99.248,0.99
[3636/300000],0.00075,0.04758,99.248,0.99
[3637/300000],0.00069,0.04092,99.248,0.99
[3638/300000],0.00066,0.04215,99.248,0.99
